Date,Slot,Estimated_Wait_Time_Min,Estimated_Queue_Length,Zone,Zone_Density,Risk_Level,Arrival_Rate_Per_Hour,Temple_Capacity_Utilization_%
2023-09-17,00-03,12,3937,Garbh Griha Zone,Critical,CRITICAL,3750,22.5
2023-09-17,03-06,12,3937,Exit Corridor,Critical,CRITICAL,3750,22.5
2023-09-17,06-09,35,15750,Parking Area,Critical,CRITICAL,15000,90.0
2023-09-17,09-12,42,19688,Entry Gate,Critical,CRITICAL,18750,100.0
2023-09-17,12-15,28,11812,Security Check,Critical,CRITICAL,11250,67.5
2023-09-17,15-18,20,7875,Holding Area,Critical,CRITICAL,7500,45.0
2023-09-17,18-21,28,11812,Darshan Queue,Critical,CRITICAL,11250,67.5
2023-09-17,21-24,12,3937,Garbh Griha Zone,Critical,CRITICAL,3750,22.5
2023-09-18,00-03,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2023-09-18,03-06,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2023-09-18,06-09,29,12600,Entry Gate,Critical,CRITICAL,12000,72.0
2023-09-18,09-12,35,15750,Security Check,Critical,CRITICAL,15000,90.0
2023-09-18,12-15,23,9450,Holding Area,Critical,CRITICAL,9000,54.0
2023-09-18,15-18,17,6300,Darshan Queue,Critical,CRITICAL,6000,36.0
2023-09-18,18-21,23,9450,Garbh Griha Zone,Critical,CRITICAL,9000,54.0
2023-09-18,21-24,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2023-09-19,00-03,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2023-09-19,03-06,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2023-09-19,06-09,29,12600,Security Check,Critical,CRITICAL,12000,72.0
2023-09-19,09-12,35,15750,Holding Area,Critical,CRITICAL,15000,90.0
2023-09-19,12-15,23,9450,Darshan Queue,Critical,CRITICAL,9000,54.0
2023-09-19,15-18,17,6300,Garbh Griha Zone,Critical,CRITICAL,6000,36.0
2023-09-19,18-21,23,9450,Exit Corridor,Critical,CRITICAL,9000,54.0
2023-09-19,21-24,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2023-09-20,00-03,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2023-09-20,03-06,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2023-09-20,06-09,29,12600,Holding Area,Critical,CRITICAL,12000,72.0
2023-09-20,09-12,35,15750,Darshan Queue,Critical,CRITICAL,15000,90.0
2023-09-20,12-15,23,9450,Garbh Griha Zone,Critical,CRITICAL,9000,54.0
2023-09-20,15-18,17,6300,Exit Corridor,Critical,CRITICAL,6000,36.0
2023-09-20,18-21,23,9450,Parking Area,Critical,CRITICAL,9000,54.0
2023-09-20,21-24,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2023-09-21,00-03,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2023-09-21,03-06,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2023-09-21,06-09,29,12600,Darshan Queue,Critical,CRITICAL,12000,72.0
2023-09-21,09-12,35,15750,Garbh Griha Zone,Critical,CRITICAL,15000,90.0
2023-09-21,12-15,23,9450,Exit Corridor,Critical,CRITICAL,9000,54.0
2023-09-21,15-18,17,6300,Parking Area,Critical,CRITICAL,6000,36.0
2023-09-21,18-21,23,9450,Entry Gate,Critical,CRITICAL,9000,54.0
2023-09-21,21-24,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2023-09-22,00-03,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2023-09-22,03-06,11,3150,Darshan Queue,Critical,CRITICAL,3000,18.0
2023-09-22,06-09,29,12600,Garbh Griha Zone,Critical,CRITICAL,12000,72.0
2023-09-22,09-12,35,15750,Exit Corridor,Critical,CRITICAL,15000,90.0
2023-09-22,12-15,23,9450,Parking Area,Critical,CRITICAL,9000,54.0
2023-09-22,15-18,17,6300,Entry Gate,Critical,CRITICAL,6000,36.0
2023-09-22,18-21,23,9450,Security Check,Critical,CRITICAL,9000,54.0
2023-09-22,21-24,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2023-09-23,00-03,12,3937,Darshan Queue,Critical,CRITICAL,3750,22.5
2023-09-23,03-06,12,3937,Garbh Griha Zone,Critical,CRITICAL,3750,22.5
2023-09-23,06-09,35,15750,Exit Corridor,Critical,CRITICAL,15000,90.0
2023-09-23,09-12,42,19688,Parking Area,Critical,CRITICAL,18750,100.0
2023-09-23,12-15,28,11812,Entry Gate,Critical,CRITICAL,11250,67.5
2023-09-23,15-18,20,7875,Security Check,Critical,CRITICAL,7500,45.0
2023-09-23,18-21,28,11812,Holding Area,Critical,CRITICAL,11250,67.5
2023-09-23,21-24,12,3937,Darshan Queue,Critical,CRITICAL,3750,22.5
2023-09-24,00-03,12,3937,Garbh Griha Zone,Critical,CRITICAL,3750,22.5
2023-09-24,03-06,12,3937,Exit Corridor,Critical,CRITICAL,3750,22.5
2023-09-24,06-09,35,15750,Parking Area,Critical,CRITICAL,15000,90.0
2023-09-24,09-12,42,19688,Entry Gate,Critical,CRITICAL,18750,100.0
2023-09-24,12-15,28,11812,Security Check,Critical,CRITICAL,11250,67.5
2023-09-24,15-18,20,7875,Holding Area,Critical,CRITICAL,7500,45.0
2023-09-24,18-21,28,11812,Darshan Queue,Critical,CRITICAL,11250,67.5
2023-09-24,21-24,12,3937,Garbh Griha Zone,Critical,CRITICAL,3750,22.5
2023-09-25,00-03,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2023-09-25,03-06,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2023-09-25,06-09,29,12600,Entry Gate,Critical,CRITICAL,12000,72.0
2023-09-25,09-12,35,15750,Security Check,Critical,CRITICAL,15000,90.0
2023-09-25,12-15,23,9450,Holding Area,Critical,CRITICAL,9000,54.0
2023-09-25,15-18,17,6300,Darshan Queue,Critical,CRITICAL,6000,36.0
2023-09-25,18-21,23,9450,Garbh Griha Zone,Critical,CRITICAL,9000,54.0
2023-09-25,21-24,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2023-09-26,00-03,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2023-09-26,03-06,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2023-09-26,06-09,29,12600,Security Check,Critical,CRITICAL,12000,72.0
2023-09-26,09-12,35,15750,Holding Area,Critical,CRITICAL,15000,90.0
2023-09-26,12-15,23,9450,Darshan Queue,Critical,CRITICAL,9000,54.0
2023-09-26,15-18,17,6300,Garbh Griha Zone,Critical,CRITICAL,6000,36.0
2023-09-26,18-21,23,9450,Exit Corridor,Critical,CRITICAL,9000,54.0
2023-09-26,21-24,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2023-09-27,00-03,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2023-09-27,03-06,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2023-09-27,06-09,29,12600,Holding Area,Critical,CRITICAL,12000,72.0
2023-09-27,09-12,35,15750,Darshan Queue,Critical,CRITICAL,15000,90.0
2023-09-27,12-15,23,9450,Garbh Griha Zone,Critical,CRITICAL,9000,54.0
2023-09-27,15-18,17,6300,Exit Corridor,Critical,CRITICAL,6000,36.0
2023-09-27,18-21,23,9450,Parking Area,Critical,CRITICAL,9000,54.0
2023-09-27,21-24,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2023-09-28,00-03,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2023-09-28,03-06,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2023-09-28,06-09,29,12600,Darshan Queue,Critical,CRITICAL,12000,72.0
2023-09-28,09-12,35,15750,Garbh Griha Zone,Critical,CRITICAL,15000,90.0
2023-09-28,12-15,23,9450,Exit Corridor,Critical,CRITICAL,9000,54.0
2023-09-28,15-18,17,6300,Parking Area,Critical,CRITICAL,6000,36.0
2023-09-28,18-21,23,9450,Entry Gate,Critical,CRITICAL,9000,54.0
2023-09-28,21-24,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2023-09-29,00-03,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2023-09-29,03-06,11,3150,Darshan Queue,Critical,CRITICAL,3000,18.0
2023-09-29,06-09,29,12600,Garbh Griha Zone,Critical,CRITICAL,12000,72.0
2023-09-29,09-12,35,15750,Exit Corridor,Critical,CRITICAL,15000,90.0
2023-09-29,12-15,23,9450,Parking Area,Critical,CRITICAL,9000,54.0
2023-09-29,15-18,17,6300,Entry Gate,Critical,CRITICAL,6000,36.0
2023-09-29,18-21,23,9450,Security Check,Critical,CRITICAL,9000,54.0
2023-09-29,21-24,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2023-09-30,00-03,12,3937,Darshan Queue,Critical,CRITICAL,3750,22.5
2023-09-30,03-06,12,3937,Garbh Griha Zone,Critical,CRITICAL,3750,22.5
2023-09-30,06-09,35,15750,Exit Corridor,Critical,CRITICAL,15000,90.0
2023-09-30,09-12,42,19688,Parking Area,Critical,CRITICAL,18750,100.0
2023-09-30,12-15,28,11812,Entry Gate,Critical,CRITICAL,11250,67.5
2023-09-30,15-18,20,7875,Security Check,Critical,CRITICAL,7500,45.0
2023-09-30,18-21,28,11812,Holding Area,Critical,CRITICAL,11250,67.5
2023-09-30,21-24,12,3937,Darshan Queue,Critical,CRITICAL,3750,22.5
2023-10-01,00-03,12,3937,Garbh Griha Zone,Critical,CRITICAL,3750,22.5
2023-10-01,03-06,12,3937,Exit Corridor,Critical,CRITICAL,3750,22.5
2023-10-01,06-09,35,15750,Parking Area,Critical,CRITICAL,15000,90.0
2023-10-01,09-12,42,19688,Entry Gate,Critical,CRITICAL,18750,100.0
2023-10-01,12-15,28,11812,Security Check,Critical,CRITICAL,11250,67.5
2023-10-01,15-18,20,7875,Holding Area,Critical,CRITICAL,7500,45.0
2023-10-01,18-21,28,11812,Darshan Queue,Critical,CRITICAL,11250,67.5
2023-10-01,21-24,12,3937,Garbh Griha Zone,Critical,CRITICAL,3750,22.5
2023-10-02,00-03,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2023-10-02,03-06,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2023-10-02,06-09,29,12600,Entry Gate,Critical,CRITICAL,12000,72.0
2023-10-02,09-12,35,15750,Security Check,Critical,CRITICAL,15000,90.0
2023-10-02,12-15,23,9450,Holding Area,Critical,CRITICAL,9000,54.0
2023-10-02,15-18,17,6300,Darshan Queue,Critical,CRITICAL,6000,36.0
2023-10-02,18-21,23,9450,Garbh Griha Zone,Critical,CRITICAL,9000,54.0
2023-10-02,21-24,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2023-10-03,00-03,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2023-10-03,03-06,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2023-10-03,06-09,29,12600,Security Check,Critical,CRITICAL,12000,72.0
2023-10-03,09-12,35,15750,Holding Area,Critical,CRITICAL,15000,90.0
2023-10-03,12-15,23,9450,Darshan Queue,Critical,CRITICAL,9000,54.0
2023-10-03,15-18,17,6300,Garbh Griha Zone,Critical,CRITICAL,6000,36.0
2023-10-03,18-21,23,9450,Exit Corridor,Critical,CRITICAL,9000,54.0
2023-10-03,21-24,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2023-10-04,00-03,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2023-10-04,03-06,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2023-10-04,06-09,29,12600,Holding Area,Critical,CRITICAL,12000,72.0
2023-10-04,09-12,35,15750,Darshan Queue,Critical,CRITICAL,15000,90.0
2023-10-04,12-15,23,9450,Garbh Griha Zone,Critical,CRITICAL,9000,54.0
2023-10-04,15-18,17,6300,Exit Corridor,Critical,CRITICAL,6000,36.0
2023-10-04,18-21,23,9450,Parking Area,Critical,CRITICAL,9000,54.0
2023-10-04,21-24,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2023-10-05,00-03,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2023-10-05,03-06,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2023-10-05,06-09,29,12600,Darshan Queue,Critical,CRITICAL,12000,72.0
2023-10-05,09-12,35,15750,Garbh Griha Zone,Critical,CRITICAL,15000,90.0
2023-10-05,12-15,23,9450,Exit Corridor,Critical,CRITICAL,9000,54.0
2023-10-05,15-18,17,6300,Parking Area,Critical,CRITICAL,6000,36.0
2023-10-05,18-21,23,9450,Entry Gate,Critical,CRITICAL,9000,54.0
2023-10-05,21-24,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2023-10-06,00-03,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2023-10-06,03-06,11,3150,Darshan Queue,Critical,CRITICAL,3000,18.0
2023-10-06,06-09,29,12600,Garbh Griha Zone,Critical,CRITICAL,12000,72.0
2023-10-06,09-12,35,15750,Exit Corridor,Critical,CRITICAL,15000,90.0
2023-10-06,12-15,23,9450,Parking Area,Critical,CRITICAL,9000,54.0
2023-10-06,15-18,17,6300,Entry Gate,Critical,CRITICAL,6000,36.0
2023-10-06,18-21,23,9450,Security Check,Critical,CRITICAL,9000,54.0
2023-10-06,21-24,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2023-10-07,00-03,12,3937,Darshan Queue,Critical,CRITICAL,3750,22.5
2023-10-07,03-06,12,3937,Garbh Griha Zone,Critical,CRITICAL,3750,22.5
2023-10-07,06-09,35,15750,Exit Corridor,Critical,CRITICAL,15000,90.0
2023-10-07,09-12,42,19688,Parking Area,Critical,CRITICAL,18750,100.0
2023-10-07,12-15,28,11812,Entry Gate,Critical,CRITICAL,11250,67.5
2023-10-07,15-18,20,7875,Security Check,Critical,CRITICAL,7500,45.0
2023-10-07,18-21,28,11812,Holding Area,Critical,CRITICAL,11250,67.5
2023-10-07,21-24,12,3937,Darshan Queue,Critical,CRITICAL,3750,22.5
2023-10-08,00-03,12,3937,Garbh Griha Zone,Critical,CRITICAL,3750,22.5
2023-10-08,03-06,12,3937,Exit Corridor,Critical,CRITICAL,3750,22.5
2023-10-08,06-09,35,15750,Parking Area,Critical,CRITICAL,15000,90.0
2023-10-08,09-12,42,19688,Entry Gate,Critical,CRITICAL,18750,100.0
2023-10-08,12-15,28,11812,Security Check,Critical,CRITICAL,11250,67.5
2023-10-08,15-18,20,7875,Holding Area,Critical,CRITICAL,7500,45.0
2023-10-08,18-21,28,11812,Darshan Queue,Critical,CRITICAL,11250,67.5
2023-10-08,21-24,12,3937,Garbh Griha Zone,Critical,CRITICAL,3750,22.5
2023-10-09,00-03,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2023-10-09,03-06,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2023-10-09,06-09,29,12600,Entry Gate,Critical,CRITICAL,12000,72.0
2023-10-09,09-12,35,15750,Security Check,Critical,CRITICAL,15000,90.0
2023-10-09,12-15,23,9450,Holding Area,Critical,CRITICAL,9000,54.0
2023-10-09,15-18,17,6300,Darshan Queue,Critical,CRITICAL,6000,36.0
2023-10-09,18-21,23,9450,Garbh Griha Zone,Critical,CRITICAL,9000,54.0
2023-10-09,21-24,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2023-10-10,00-03,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2023-10-10,03-06,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2023-10-10,06-09,29,12600,Security Check,Critical,CRITICAL,12000,72.0
2023-10-10,09-12,35,15750,Holding Area,Critical,CRITICAL,15000,90.0
2023-10-10,12-15,23,9450,Darshan Queue,Critical,CRITICAL,9000,54.0
2023-10-10,15-18,17,6300,Garbh Griha Zone,Critical,CRITICAL,6000,36.0
2023-10-10,18-21,23,9450,Exit Corridor,Critical,CRITICAL,9000,54.0
2023-10-10,21-24,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2023-10-11,00-03,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2023-10-11,03-06,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2023-10-11,06-09,29,12600,Holding Area,Critical,CRITICAL,12000,72.0
2023-10-11,09-12,35,15750,Darshan Queue,Critical,CRITICAL,15000,90.0
2023-10-11,12-15,23,9450,Garbh Griha Zone,Critical,CRITICAL,9000,54.0
2023-10-11,15-18,17,6300,Exit Corridor,Critical,CRITICAL,6000,36.0
2023-10-11,18-21,23,9450,Parking Area,Critical,CRITICAL,9000,54.0
2023-10-11,21-24,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2023-10-12,00-03,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2023-10-12,03-06,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2023-10-12,06-09,29,12600,Darshan Queue,Critical,CRITICAL,12000,72.0
2023-10-12,09-12,35,15750,Garbh Griha Zone,Critical,CRITICAL,15000,90.0
2023-10-12,12-15,23,9450,Exit Corridor,Critical,CRITICAL,9000,54.0
2023-10-12,15-18,17,6300,Parking Area,Critical,CRITICAL,6000,36.0
2023-10-12,18-21,23,9450,Entry Gate,Critical,CRITICAL,9000,54.0
2023-10-12,21-24,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2023-10-13,00-03,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2023-10-13,03-06,11,3150,Darshan Queue,Critical,CRITICAL,3000,18.0
2023-10-13,06-09,29,12600,Garbh Griha Zone,Critical,CRITICAL,12000,72.0
2023-10-13,09-12,35,15750,Exit Corridor,Critical,CRITICAL,15000,90.0
2023-10-13,12-15,23,9450,Parking Area,Critical,CRITICAL,9000,54.0
2023-10-13,15-18,17,6300,Entry Gate,Critical,CRITICAL,6000,36.0
2023-10-13,18-21,23,9450,Security Check,Critical,CRITICAL,9000,54.0
2023-10-13,21-24,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2023-10-14,00-03,12,3937,Darshan Queue,Critical,CRITICAL,3750,22.5
2023-10-14,03-06,12,3937,Garbh Griha Zone,Critical,CRITICAL,3750,22.5
2023-10-14,06-09,35,15750,Exit Corridor,Critical,CRITICAL,15000,90.0
2023-10-14,09-12,42,19688,Parking Area,Critical,CRITICAL,18750,100.0
2023-10-14,12-15,28,11812,Entry Gate,Critical,CRITICAL,11250,67.5
2023-10-14,15-18,20,7875,Security Check,Critical,CRITICAL,7500,45.0
2023-10-14,18-21,28,11812,Holding Area,Critical,CRITICAL,11250,67.5
2023-10-14,21-24,12,3937,Darshan Queue,Critical,CRITICAL,3750,22.5
2023-10-15,00-03,12,3937,Garbh Griha Zone,Critical,CRITICAL,3750,22.5
2023-10-15,03-06,12,3937,Exit Corridor,Critical,CRITICAL,3750,22.5
2023-10-15,06-09,35,15750,Parking Area,Critical,CRITICAL,15000,90.0
2023-10-15,09-12,42,19688,Entry Gate,Critical,CRITICAL,18750,100.0
2023-10-15,12-15,28,11812,Security Check,Critical,CRITICAL,11250,67.5
2023-10-15,15-18,20,7875,Holding Area,Critical,CRITICAL,7500,45.0
2023-10-15,18-21,28,11812,Darshan Queue,Critical,CRITICAL,11250,67.5
2023-10-15,21-24,12,3937,Garbh Griha Zone,Critical,CRITICAL,3750,22.5
2023-10-16,00-03,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2023-10-16,03-06,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2023-10-16,06-09,29,12600,Entry Gate,Critical,CRITICAL,12000,72.0
2023-10-16,09-12,35,15750,Security Check,Critical,CRITICAL,15000,90.0
2023-10-16,12-15,23,9450,Holding Area,Critical,CRITICAL,9000,54.0
2023-10-16,15-18,17,6300,Darshan Queue,Critical,CRITICAL,6000,36.0
2023-10-16,18-21,23,9450,Garbh Griha Zone,Critical,CRITICAL,9000,54.0
2023-10-16,21-24,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2023-10-17,00-03,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2023-10-17,03-06,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2023-10-17,06-09,29,12600,Security Check,Critical,CRITICAL,12000,72.0
2023-10-17,09-12,35,15750,Holding Area,Critical,CRITICAL,15000,90.0
2023-10-17,12-15,23,9450,Darshan Queue,Critical,CRITICAL,9000,54.0
2023-10-17,15-18,17,6300,Garbh Griha Zone,Critical,CRITICAL,6000,36.0
2023-10-17,18-21,23,9450,Exit Corridor,Critical,CRITICAL,9000,54.0
2023-10-17,21-24,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2023-10-18,00-03,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2023-10-18,03-06,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2023-10-18,06-09,29,12600,Holding Area,Critical,CRITICAL,12000,72.0
2023-10-18,09-12,35,15750,Darshan Queue,Critical,CRITICAL,15000,90.0
2023-10-18,12-15,23,9450,Garbh Griha Zone,Critical,CRITICAL,9000,54.0
2023-10-18,15-18,17,6300,Exit Corridor,Critical,CRITICAL,6000,36.0
2023-10-18,18-21,23,9450,Parking Area,Critical,CRITICAL,9000,54.0
2023-10-18,21-24,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2023-10-19,00-03,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2023-10-19,03-06,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2023-10-19,06-09,29,12600,Darshan Queue,Critical,CRITICAL,12000,72.0
2023-10-19,09-12,35,15750,Garbh Griha Zone,Critical,CRITICAL,15000,90.0
2023-10-19,12-15,23,9450,Exit Corridor,Critical,CRITICAL,9000,54.0
2023-10-19,15-18,17,6300,Parking Area,Critical,CRITICAL,6000,36.0
2023-10-19,18-21,23,9450,Entry Gate,Critical,CRITICAL,9000,54.0
2023-10-19,21-24,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2023-10-20,00-03,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2023-10-20,03-06,11,3150,Darshan Queue,Critical,CRITICAL,3000,18.0
2023-10-20,06-09,29,12600,Garbh Griha Zone,Critical,CRITICAL,12000,72.0
2023-10-20,09-12,35,15750,Exit Corridor,Critical,CRITICAL,15000,90.0
2023-10-20,12-15,23,9450,Parking Area,Critical,CRITICAL,9000,54.0
2023-10-20,15-18,17,6300,Entry Gate,Critical,CRITICAL,6000,36.0
2023-10-20,18-21,23,9450,Security Check,Critical,CRITICAL,9000,54.0
2023-10-20,21-24,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2023-10-21,00-03,12,3937,Darshan Queue,Critical,CRITICAL,3750,22.5
2023-10-21,03-06,12,3937,Garbh Griha Zone,Critical,CRITICAL,3750,22.5
2023-10-21,06-09,35,15750,Exit Corridor,Critical,CRITICAL,15000,90.0
2023-10-21,09-12,42,19688,Parking Area,Critical,CRITICAL,18750,100.0
2023-10-21,12-15,28,11812,Entry Gate,Critical,CRITICAL,11250,67.5
2023-10-21,15-18,20,7875,Security Check,Critical,CRITICAL,7500,45.0
2023-10-21,18-21,28,11812,Holding Area,Critical,CRITICAL,11250,67.5
2023-10-21,21-24,12,3937,Darshan Queue,Critical,CRITICAL,3750,22.5
2023-10-22,00-03,12,3937,Garbh Griha Zone,Critical,CRITICAL,3750,22.5
2023-10-22,03-06,12,3937,Exit Corridor,Critical,CRITICAL,3750,22.5
2023-10-22,06-09,35,15750,Parking Area,Critical,CRITICAL,15000,90.0
2023-10-22,09-12,42,19688,Entry Gate,Critical,CRITICAL,18750,100.0
2023-10-22,12-15,28,11812,Security Check,Critical,CRITICAL,11250,67.5
2023-10-22,15-18,20,7875,Holding Area,Critical,CRITICAL,7500,45.0
2023-10-22,18-21,28,11812,Darshan Queue,Critical,CRITICAL,11250,67.5
2023-10-22,21-24,12,3937,Garbh Griha Zone,Critical,CRITICAL,3750,22.5
2023-10-23,00-03,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2023-10-23,03-06,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2023-10-23,06-09,29,12600,Entry Gate,Critical,CRITICAL,12000,72.0
2023-10-23,09-12,35,15750,Security Check,Critical,CRITICAL,15000,90.0
2023-10-23,12-15,23,9450,Holding Area,Critical,CRITICAL,9000,54.0
2023-10-23,15-18,17,6300,Darshan Queue,Critical,CRITICAL,6000,36.0
2023-10-23,18-21,23,9450,Garbh Griha Zone,Critical,CRITICAL,9000,54.0
2023-10-23,21-24,11,3150,Exit Corridor,Critical,CRITICAL,3000,18.0
2023-10-24,00-03,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2023-10-24,03-06,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2023-10-24,06-09,29,12600,Security Check,Critical,CRITICAL,12000,72.0
2023-10-24,09-12,35,15750,Holding Area,Critical,CRITICAL,15000,90.0
2023-10-24,12-15,23,9450,Darshan Queue,Critical,CRITICAL,9000,54.0
2023-10-24,15-18,17,6300,Garbh Griha Zone,Critical,CRITICAL,6000,36.0
2023-10-24,18-21,23,9450,Exit Corridor,Critical,CRITICAL,9000,54.0
2023-10-24,21-24,11,3150,Parking Area,Critical,CRITICAL,3000,18.0
2023-10-25,00-03,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2023-10-25,03-06,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2023-10-25,06-09,29,12600,Holding Area,Critical,CRITICAL,12000,72.0
2023-10-25,09-12,35,15750,Darshan Queue,Critical,CRITICAL,15000,90.0
2023-10-25,12-15,23,9450,Garbh Griha Zone,Critical,CRITICAL,9000,54.0
2023-10-25,15-18,17,6300,Exit Corridor,Critical,CRITICAL,6000,36.0
2023-10-25,18-21,23,9450,Parking Area,Critical,CRITICAL,9000,54.0
2023-10-25,21-24,11,3150,Entry Gate,Critical,CRITICAL,3000,18.0
2023-10-26,00-03,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2023-10-26,03-06,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2023-10-26,06-09,29,12600,Darshan Queue,Critical,CRITICAL,12000,72.0
2023-10-26,09-12,35,15750,Garbh Griha Zone,Critical,CRITICAL,15000,90.0
2023-10-26,12-15,23,9450,Exit Corridor,Critical,CRITICAL,9000,54.0
2023-10-26,15-18,17,6300,Parking Area,Critical,CRITICAL,6000,36.0
2023-10-26,18-21,23,9450,Entry Gate,Critical,CRITICAL,9000,54.0
2023-10-26,21-24,11,3150,Security Check,Critical,CRITICAL,3000,18.0
2023-10-27,00-03,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2023-10-27,03-06,11,3150,Darshan Queue,Critical,CRITICAL,3000,18.0
2023-10-27,06-09,29,12600,Garbh Griha Zone,Critical,CRITICAL,12000,72.0
2023-10-27,09-12,35,15750,Exit Corridor,Critical,CRITICAL,15000,90.0
2023-10-27,12-15,23,9450,Parking Area,Critical,CRITICAL,9000,54.0
2023-10-27,15-18,17,6300,Entry Gate,Critical,CRITICAL,6000,36.0
2023-10-27,18-21,23,9450,Security Check,Critical,CRITICAL,9000,54.0
2023-10-27,21-24,11,3150,Holding Area,Critical,CRITICAL,3000,18.0
2023-10-28,00-03,12,3937,Darshan Queue,Critical,CRITICAL,3750,22.5
2023-10-28,03-06,12,3937,Garbh Griha Zone,Critical,CRITICAL,3750,22.5
2023-10-28,06-09,35,15750,Exit Corridor,Critical,CRITICAL,15000,90.0
2023-10-28,09-12,42,19688,Parking Area,Critical,CRITICAL,18750,100.0
2023-10-28,12-15,28,11812,Entry Gate,Critical,CRITICAL,11250,67.5
2023-10-28,15-18,20,7875,Security Check,Critical,CRITICAL,7500,45.0
2023-10-28,18-21,28,11812,Holding Area,Critical,CRITICAL,11250,67.5
2023-10-28,21-24,12,3937,Darshan Queue,Critical,CRITICAL,3750,22.5
